0.000,0.000,0.884,0.888,0.883
0.000,0.000,0.884,0.883,0.884
0.000,0.000,0.883,0.885,0.884
0.000,0.000,0.884,0.884,0.884
0.000,0.000,0.885,0.885,0.884
0.000,0.000,0.884,0.885,0.883
0.000,0.000,0.882,0.884,0.884
0.000,0.000,0.880,0.884,0.885
0.000,0.000,0.884,0.883,0.884
0.000,0.000,0.884,0.884,0.884
0.000,0.000,0.884,0.884,0.885
0.000,0.000,0.884,0.884,0.883
0.000,0.000,0.884,0.884,0.884
0.000,0.000,0.884,0.883,0.884
0.000,0.000,0.883,0.884,0.883
0.000,0.000,0.884,0.884,0.884
0.000,0.000,0.884,0.884,0.884
0.000,0.000,0.884,0.883,0.885
0.000,0.000,0.883,0.882,0.884
0.000,0.000,0.884,0.883,0.886
0.000,0.000,0.884,0.883,0.886
0.000,0.000,0.884,0.884,0.883
0.000,0.000,0.884,0.884,0.883
0.000,0.000,0.884,0.885,0.884
0.000,0.000,0.882,0.884,0.884
0.000,0.000,0.883,0.884,0.885
0.000,0.000,0.882,0.884,0.884
0.000,0.000,0.884,0.883,0.884
0.000,0.000,0.882,0.883,0.884
0.000,0.000,0.885,0.884,0.884
0.000,0.000,0.885,0.884,0.885
0.000,0.000,0.884,0.883,0.884
0.000,0.000,0.884,0.885,0.883
0.000,0.000,0.885,0.884,0.884
0.000,0.000,0.884,0.884,0.884
0.000,0.000,0.884,0.884,0.884
0.000,0.000,0.885,0.884,0.883
0.000,0.000,0.884,0.884,0.885
0.000,0.000,0.884,0.883,0.882
0.000,0.000,0.884,0.884,0.884
0.000,0.000,0.884,0.883,0.886
0.000,0.000,0.883,0.884,0.882
0.000,0.000,0.883,0.883,0.885
0.000,0.000,0.884,0.884,0.885
0.000,0.000,0.885,0.884,0.885
0.000,0.000,0.884,0.885,0.884
0.000,0.000,0.887,0.884,0.884
0.000,0.000,0.882,0.884,0.883
0.000,0.000,0.884,0.884,0.885
0.000,0.000,0.884,0.884,0.885
